smiles,PCBA-1030,PCBA-1458,PCBA-1460,PCBA-2546,PCBA-2551,PCBA-485297,PCBA-485313,PCBA-485364,PCBA-504332,PCBA-504333,PCBA-504339,PCBA-504444,PCBA-504467,PCBA-588342,PCBA-624296,PCBA-624297,PCBA-624417,PCBA-651965,PCBA-652104,PCBA-686970,PCBA-686978,PCBA-686979,PCBA-720504
CCCCCc1nc2sc3c(c2c(=O)n1NC(=O)c1ccc([N+](=O)[O-])cc1)CC(C)(C)OC3,,,,,,,,,,,,,,,,,1.0,,,1.0,,,
CC1=NN(c2ccccc2)C(=O)/C1=C\c1cn(C)c2ccccc12,,,1.0,,,,,,,,,,,,,,,,,,,,
CC1(C)N([O-])C2=C(CCCC2)[N+]1=O,,,,,,,,,,,0.0,,,,0.0,,,,,,,,
CCN(CC)S(=O)(=O)c1ccc(C(=O)Nc2nnc(NC(=S)Nc3ccccc3)s2)cc1,,,,,,,,,,,,,,,,,,,,,1.0,,
CCOC(=O)Nc1nc2ccc(Cn3cccc3)cc2[nH]1,,,,,,,,,,,,,,,,1.0,,,,1.0,,,
COc1cc(NC(=O)C2CCCCC2)c(OC)cc1NC(=O)CCC(=O)NCc1ccco1,,,,,,,,,,,,,,,,,,,0.0,,0.0,,
O=C(/C=C/c1ccc2c(c1)OCO2)Nc1nc(-c2ccc(F)cc2)cs1,0.0,,,,0.0,,,,,,,,,,,,,,,,,,
Cc1ccc(-n2c(-c3ccccc3)cc(=O)nc2C)cc1,,,,,,,,,,,,,,,,,,,,,0.0,,
O=C1NC(=O)N(CCc2ccc(F)cc2)C(=O)/C1=C\NN1CCCCC1,,,,,,,,,,,,,,,,,,,,,0.0,,
COc1ccc(Cl)cc1S(=O)(=O)N1CCCC(C(=O)NCc2ccncc2)C1,,,,,,,,,,,,,,,,,0.0,,,,,,
Cc1cc(C)cc(N(CCC#N)C(=O)CSC2=Nc3ccccc3C3CC=NN23)c1,,,,,,,,,,,,1.0,,,,,,,,,,,
COc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1OC,,,,,,1.0,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)COc2ccccc2C(N)=O)c(C)n1C1CC1,,,,,,,,,,,,,,,1.0,,0.0,,,,,,
CCOC(=O)N1CCC(N(CCN(C)C)C(=S)Nc2cccc(SC)c2)CC1,,,,,,,,,,,,,,,,,1.0,,,0.0,0.0,0.0,
COc1ccc(C(C)C)cc1S(=O)(=O)N1CCC(C(=O)NCC2CCCO2)CC1,,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,
Cc1c(C(=O)OCC(=O)NC(C)c2ccccc2)oc2ccccc12,,,,,,,,,,,,,,,0.0,,,0.0,,,,,
COc1ccc(N2C(=O)c3ccc(C(=O)Nc4nccs4)cc3C2=O)cc1,0.0,0.0,0.0,0.0,1.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,0.0,,
O=C(O)CCCC(=O)Nc1ccc(Br)cc1,,,,,,,,,0.0,,,,,,,,,,,,,,
O=C(O)C1C2C=CC3(CN(Cc4ccccn4)C(=O)C13)O2,,,,,,,0.0,,,,,,,,,,,,,,,,
COC1=CC(=CC(C(=O)c2cccs2)=C2Nc3ccccc3N2)C=C(OC)C1=O,,,1.0,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,
CCCSc1ncc(Cl)c(C(=O)Nc2scc(-c3ccc(C)cc3)c2C(=O)OCC)n1,,,,,,,,,,,,,,,,,0.0,,,,,,
Cc1ccc(S(=O)(=O)NNC(=S)NCC2CCCO2)cc1,,,,,,,,1.0,1.0,,,0.0,,,,,,,,,,,
COc1ccccc1/C=C/C=N/NC(=O)c1cccs1,,,,,,,1.0,,,,,,,,,,,,,,,,
O=C(Cn1cnc2c(nnn2Cc2ccccc2)c1=O)Nc1ccc2c(c1)OCCO2,,,,,0.0,,,,,,,,,,,,,,,,,,
CN1CCN(c2oc(COc3ccc(-c4ccccc4)cc3)nc2C#N)CC1,,,,,,,,,,,,1.0,,,,,,,,,,,
O=C1CN(C(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)C(c2ccc(F)cc2)c2cc(Br)ccc2N1,,,,,,,,,,,,,,,,,,,,,,1.0,
Cc1cccc(N2CCN(C(=O)c3ccc4c(c3)NC(=O)C(CSCc3cccc(F)c3)N4)CC2)c1C,,,,,,,,,,,,,,0.0,,,,,,,,,
COc1ccc(NC(=O)CSc2nnc3ccc(-c4ccccn4)nn23)cc1,,,,,,,,,,,,,,,,,,1.0,,,,,
Cc1ccc(NC(=O)c2cc(S(=O)(=O)N3CCCCC3)cs2)cc1,,,,,,,,,,,,1.0,,,,,,,,,,,
COc1ccc(OC)c(N(CCN2C(=O)c3ccccc3C2=O)C(=O)C2CCC(=O)C2C)c1,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
O=C1C(=C2SCCCS2)CC/C1=C\c1ccc(F)cc1,,,1.0,1.0,1.0,,,,,,,,,1.0,0.0,,,0.0,0.0,,,,
CCOC(=O)c1[nH]c(C)c(C(=O)Nc2ccc(C)c(Cl)c2)c1C,,,,,,,,,,,,,,,1.0,,,,,,,1.0,
O=C1c2oc3ccccc3c(=O)c2C(c2cccnc2)N1Cc1ccco1,1.0,,,,0.0,,,,1.0,,,,,,,,,0.0,0.0,,0.0,,
COc1ccc(C2NCCc3cc(OC)c(OC)cc32)cc1OC,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,,,,,,,,0.0
Cc1cc(O)cc(O)c1C(=O)Cc1cnn(-c2ccccc2)c1,,,,1.0,,,0.0,,,,,,,,,,,,1.0,,,,
COc1ccc(/C(N)=N/OC(=O)c2ccc3c(c2)OCO3)cc1,,1.0,,,,,,,,0.0,,,,1.0,,,,,1.0,,,,
Cc1ccc(CNC(=O)CCNC(=O)Cn2ccc3ccccc3c2=O)o1,0.0,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,,,0.0,
Cc1nc(N2CCCCC2)sc1C(=O)c1ccc(SCCO)c([N+](=O)[O-])c1,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,1.0
O=C(CNC(=O)c1cccs1)Nc1ccc2c(c1)OCCO2,,,,,,1.0,1.0,,0.0,0.0,,,,1.0,,,,,,,0.0,,
O=C(c1cccc2ccccc12)N1CCN(c2ccc([N+](=O)[O-])c(N3CCOCC3)c2)CC1,1.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,
CCOC(=O)N1CCN(C(=O)CCC(=O)N2CCOc3ccc(C)cc32)CC1,1.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,0.0
CN1C2c3ccccc3C3C4c5ccccc5C(C31)C(C2[N+](=O)[O-])N4C,,,,,,,,,,,,,,,,,,0.0,,,,,
CCN1C(=O)/C(=C\NN=C2CCCCC2)c2cc(C3=NNC(=O)CC3)ccc21,,,1.0,0.0,,,,1.0,,0.0,0.0,,0.0,,,,,,,,,1.0,
CC(C)CNC(=O)c1nc(-c2ccccc2)n(-c2ccccc2)n1,,,,,,,,,,,,,,,,,1.0,,,0.0,,,
O=C(NCCN1CCCC1)c1ccc(Cn2c(=S)[nH]c3cc4c(cc3c2=O)OCO4)cc1,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Cc1c(C(=S)Nc2ccccc2)cnn1-c1ccccc1,,,,,,,,,,,,,,,,,,,1.0,,,1.0,
Cc1nc(N2CCN(C(=O)COc3ccccc3)CC2)c2c(C)c(C)sc2n1,,,,,,,,,,,,,,,,,,,1.0,,,,
COc1ccc(-c2cc(-c3ccccc3)n3ncnc3n2)cc1,,,,,,,,,,,,,,,,,,,,,,0.0,
Cc1oc2cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c2c1C(=O)c1ccc(Cl)cc1,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,
Cc1ccc2nc(NC(=O)/C=C/c3ccc4c(c3)OCO4)sc2c1,,,,,,,,,,,,,,,,,,0.0,,,,,
Cc1nc(SCc2ccc(F)cc2)c([N+](=O)[O-])[nH]1,0.0,,,0.0,,,,,1.0,,,,,,0.0,,,,,,,,
O=C(CN1CCCCCC1)N/N=C/c1cccc(Cl)c1Cl,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,
FC(F)(F)c1cccc(CNc2ncccc2-c2nc3cc(Cl)ccc3o2)c1,,,,,,,,,,,,,,,,,,1.0,,,,,
COc1ccc(C)c2sc(NC(=O)CCS(=O)(=O)c3ccccc3)nc12,,,,,,,,1.0,,,,,,,,,,,,,,,
COc1ccc(CC/N=C(\N)NS(=O)(=O)c2ccc(F)cc2)cc1,,,,,,,,,,,,,1.0,,,0.0,,,,,,,
CC1=C(O)C(=O)[C@H]2O[C@@H]2C1=O,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,
CCc1nn2c(=O)cc(COc3ccc(/C=C4\C(=N)N5N=C(CC(C)C)SC5=NC4=O)cc3)nc2s1,,,,,,,,,,,1.0,0.0,0.0,,,,0.0,,,,,,
COc1ccc2nc3c(c([Si](C)(C)C(C)(C)C)c2c1)Cn1c-3cccc1=O,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
Oc1cc2c(c(Cl)c1O)CCNC[C@H]2c1ccccc1,,,,,,,,,,,,,,,,,,,,,1.0,,
O=c1[nH]c2cc3c(cc2cc1CN(Cc1cccnc1)Cc1nnnn1Cc1ccco1)OCCO3,,,,,,,,,,,,,1.0,,,0.0,,1.0,,,,,
O=c1nc(C2CCN(S(=O)(=O)c3cccc(Cl)c3)CC2)nc2n(Cc3ccccc3)[nH]nc1-2,,,,,,,,,,,,1.0,,0.0,,,,0.0,,,,,
Cc1nnsc1C(=O)N/N=C/c1c(F)cccc1Cl,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,
CCC(C)C(NC(=O)OC(C)(C)C)C(=O)NC(CC(C)C)C(N)=O,0.0,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,0.0,
O=C(Nc1cccc(S(=O)(=O)NC2=NCCCCC2)c1)c1ccc(Cl)cc1,,,,,,,,,,,,1.0,,,0.0,,,,,0.0,,,
COC(=O)c1sccc1NC(=O)c1ccoc1C,0.0,0.0,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,,
CC(=O)c1ccc(NS(=O)(=O)c2ccc(CC(C)C)cc2)cc1,1.0,,,1.0,,0.0,,,,1.0,,,,,0.0,,,,,,,,
CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)NCCCC(=O)O,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,
S=c1ncnc2n(-c3ccccc3)[nH]cc1-2,,,,1.0,1.0,,0.0,0.0,,,,,,,,,,,0.0,,,,
COc1ccc(C[C@H]2CN3C(=NC[C@@H]3Cc3ccccc3)N2CCNC(=O)c2ccc(C)c(Br)c2)cc1,,,,,,,,1.0,,,,,,,,,,,,,,,
COc1cc(C(=O)Nc2cc(C)c(OCC(=O)N3CCOCC3)c(C)c2)cc(OC)c1OC,,,,,0.0,,,,,,,,,,,,,,,,,,0.0
Nc1ccc(C(=O)N/N=C/c2cn(Cc3ccccc3)c3ccccc23)cc1,,,,,1.0,,,,,,,,,1.0,,,,,,,,,
O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccccc1F,,1.0,,,,,,,,,,,,,,,,,,,,,
CN1CCN(c2oc(-c3ccccc3F)nc2S(=O)(=O)c2ccc(Cl)cc2)CC1,,,,,,,,,,1.0,,,,,,,,0.0,,,,,
CCCCCCC(=O)c1c(C)[nH]c(C(=O)OCC)c1C,,,,,,,,,,,,,,,,,,,1.0,,,,
C[C@@H]1O[C@@H](O[C@@H]2C=C3CCC4C(CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,,,,,,,,,,,,,,,,,,,,1.0,,,0.0
O=c1oc2ccccc2cc1N1CCOCC1,0.0,0.0,0.0,,,,,,,0.0,,0.0,,,,,,,,,,,
CC1(C)CC(=O)C/C(=N/NC(=O)c2ccc(-c3ccccc3)cc2)C1,,,,,,,,,,,,1.0,0.0,,0.0,,0.0,,,,,,
Clc1ccc(N2CCN(/N=C/c3cccnc3)CC2)cc1,,,,,,,,,,,,1.0,,,,,,,,,,,
CCOC(=O)c1ccc(-c2ccc(C(=O)Nc3cccnc3)o2)cc1,,1.0,,0.0,,1.0,,,,,,0.0,,1.0,,,,,,,,,
N#C/C(C(=O)c1ccccc1)=C1/SC=C(N)N1c1ccccc1,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
Cc1ccc(C2CC(=O)NC(SCc3ccccc3)=C2C#N)o1,,,,,,,,,,1.0,,,,,0.0,,,,,,,,0.0
CN(C)CCCN(C(=O)c1cc2cc([N+](=O)[O-])ccc2s1)c1nc2cc3c(cc2s1)OCCO3,,,,,,,,,1.0,,,,,,,1.0,,,,,,,0.0
CC1=C(c2ccc(C)c(C)c2)S(=O)(=O)N(Cc2ccc(C(=O)NC(C)c3ccccc3)cc2)C1=O,,,,,,,,,,,,,,,,,,1.0,0.0,,,0.0,
COc1ccc(C(=O)Nc2ccc(C(=O)Nc3nccs3)cc2)cc1[N+](=O)[O-],,,,,,,,,,,,,,,,1.0,,,,,,,
N=c1oc2ccccc2cc1-c1nc(-c2ccccc2)cs1,,,,,,,,,,,,,,,,1.0,,,,0.0,,,
Cc1ccc(C(=O)OCC(=O)N2CCOCC2)c(C)c1,,,,,,,,,,0.0,,,,,,,,,,,,,
Cc1ccc(-n2c(SCC(=O)Nc3ccc4c(c3)OCCO4)nnc2-c2ccco2)cc1,,,,,,,,,,,,,,0.0,,,,,,,,,
COc1ccc(OCCn2cc(C(=O)c3ccco3)c3ccccc32)cc1,,,,,,,,,,,,,,,,,,,1.0,,,,
O=C(O)c1cnc(-c2ccccc2)nc1Sc1cccc(Cl)c1,,,,,,,,,,,,,,,,,,,,,,,1.0
N=c1sccn1CC(=O)NCCc1ccc(Cl)cc1Cl,,,,,,,,0.0,,,,,,,,,,0.0,,,,,
C=CCC1=CC=C/C(=C\NNC(=O)CNc2ccccc2OC)C1=O,,,,,,,,0.0,,,,,,,,1.0,,,1.0,,,,
Cc1ccc(C)c(NC(=O)c2ccccc2Sc2ccc([N+](=O)[O-])cc2Cl)c1,,,,,,,,,,,,0.0,,,,,,,,,,,
CCCn1c(C)cc(C(=O)CSc2nc3ccccc3c(=O)n2Cc2ccco2)c1C,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,
CC(=O)c1cccc(NC(=S)NC2CCCCCCC2)c1,,,,1.0,1.0,,,,0.0,,,,,,,0.0,,,,,,0.0,0.0
COC(C[Hg])CNC(=O)c1ccccc1OCC(=O)O,,,,,,,,,,,,,,,,,,,,,1.0,,
CNc1sc(C(=O)c2cccs2)c(N)c1-c1nc2ccccc2s1,,1.0,1.0,1.0,,1.0,1.0,,,0.0,1.0,,,1.0,,,,,,,,,
COc1cc(OC)c(NC(=O)N2CCCn3nc(C)cc32)cc1Cl,,,,,,,,,,,,,,,,,,,0.0,,,,
Cc1cc([N+](=O)[O-])ccc1NC(=O)CCC(=O)N1CCCCCC1,,,,,0.0,,,,,0.0,,,,,,0.0,,0.0,,,,,
COc1ccccc1C(=O)Nc1ccc(NC(=O)c2ccco2)cn1,,,,,,,,,,,,,,1.0,,,,,,,1.0,,
C/C(=N\NC(=O)C(C)Oc1ccc([N+](=O)[O-])cc1)c1ccccn1,,,,1.0,1.0,,,0.0,0.0,1.0,1.0,1.0,,0.0,1.0,1.0,,,,1.0,,,
O=C(CSc1nnnn1-c1cccnc1)Nc1cccc(Cl)c1,,,,,,,,,,,,,,0.0,,,,,,,,,
O=C(N/C(=C/C=C/c1ccccc1)C(=O)N1CCCCC1)c1ccc([N+](=O)[O-])cc1,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
S=C(Nc1ccc(Oc2ccccc2)cc1)N1CCN(c2ccccn2)CC1,,,,,,,,,,,,1.0,,0.0,,,,,,,,,1.0
CCCc1cc(=O)nc(SCC(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)[nH]1,,,,,,0.0,,,,,,,,,,,,,,,,,
O=C(/C=C/c1cccc(Br)c1)NCC1CCCCC1,,,,,,,,,0.0,,,,,,,,,,,,,,
COCCn1c(=O)[nH]c2cc(C(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc2c1=O,,,,,,,,,,,0.0,,,,,,,,,,,,
O=C(NC1CCCc2ccccc21)c1cccc(S(=O)(=O)N2CCOCC2)c1,,,,,,0.0,,,,,,,,,,,,,,,,,
Cc1[nH]c2ccc(O)cc2c1CCN,,0.0,,,,,,,,,,,,,,,,,,,,,
Clc1ccc(-c2ccc(CNCC3CCCO3)o2)cc1,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,0.0,
Cc1ncsc1C(=O)Nc1nc2c(s1)CCCC2,,1.0,,,,,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)CN(C)CC(=O)Nc2cccc3ccccc23)c(OC)c1,,,,,,,,,1.0,,,,,,,,,,,,,,
CCOC(=O)C(Cc1ccnc2ccccc12)=NO,,,,,,,,,,,,,,,,,,,,1.0,,,
O=C(NCc1ccccc1)C1=C[C@@H](c2csc3ccccc23)C[C@@H](OCc2ccc(CO)cc2)O1,,,,,,,,,,,,,,,,,1.0,,0.0,,,,
O=S(c1ccccc1O)S(=O)c1ccccc1O,,,,,,,,,,,,,,,,,,,,,,,1.0
COc1ccc(CNCC(=O)Nc2cccc(S(N)(=O)=O)c2)cc1,,,,,,,,,,,,,,,,,,1.0,,0.0,,,
CCN1CCN(CC(=O)Nc2nc3ccc(OC)cc3s2)CC1,,,,,,,,,1.0,,,,,,,,,,,,,,
COc1ccnc(Oc2ccc(F)cc2)c1C(=O)/N=C/NOCc1c(Cl)cccc1Cl,,,,,,,,,,0.0,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)NCC(=O)N(CC(=O)NCc2ccco2)Cc2ccco2)cc1,1.0,,0.0,,0.0,,,,,,,0.0,,,,,,,,,0.0,,
C=C1C(=O)[C@]23C[C@H]1CCC2[C@]1(C)CCC[C@@](C)(C(=O)O)C1C[C@@H]3O,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,
COc1ccc(-c2cn3nc(C)c(C)nc3n2)cc1OC,,,,,,1.0,,,,,,,,,,,,,,,,,
O=C(NCc1ccc2c(c1)CCN2C(=O)c1ccccc1)Nc1cccc(C(F)(F)F)c1,,,,,,,,,,,,,,,,,1.0,,,,,,
COc1ccc(C(C#N)=C2C=CC(=NO)C=C2)cc1,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,1.0,1.0
COc1ccc(S(=O)(=O)N2CCCC2CNC(=O)C(=O)Nc2ccc(C)cc2)cc1,,,,,,,,,0.0,,,,,,,,,,,,,,
Cc1oc2c(c1C(=O)c1ccc(Cl)cc1)C(=O)C(=O)c1ccccc1-2,,,1.0,1.0,1.0,,,,,,,,,,1.0,,0.0,,,,1.0,,
NC(=O)c1ccsc1NC(=O)c1coc2ccccc2c1=O,,1.0,,,,1.0,,0.0,,,,,,,,,,,,,,,
COc1ccc(CCC(=O)Nc2ccc(C)c(S(=O)(=O)N(C)C)c2)cc1OC,,,,,,,,,,,,1.0,,,,,,,,,,,
O=C(Nc1ccccc1C(=O)N1CCCCC1)NC1CCCCC1,,,,,,,,,,,,,,,,,,,,,,,1.0
CCC(=O)NCCc1nc2cc(NC(=O)c3ccc(F)cc3)ccc2n1C,,,,,,,1.0,,0.0,0.0,,,,1.0,,,,,,,,,0.0
N#Cc1nc(-c2ccc(Cl)cc2)oc1NCc1ccco1,,,,,,,,,,,,,,,,,,1.0,,,,,1.0
N=c1n(CCO)c2ccccc2n1CCOc1ccc(Cl)cc1Cl,,,,,,,,,,,,,,,,,,,,1.0,,,
Cc1nn(Cc2ccc(Cl)cc2)c(C)c1NC(=O)CSc1n[nH]c(C)c1[N+](=O)[O-],,,,,,0.0,,,,,,0.0,,,,,,,,,,,
O=C(CSc1nnc(Cc2ccccc2)o1)NCCN1C(=O)CSC1=O,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
N#CCCn1ncc2ccccc21,,,,,,,,,,,,,,,,,,,,,,,0.0
FC(F)(F)c1cccc(NC(=S)NCc2ccccn2)c1,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0.0
CC(=O)c1ccc(N2CCN(CC(O)COC(c3ccccc3)c3ccccc3C)CC2)cc1,,,,,,,,,,1.0,1.0,,0.0,,,,,,,,,1.0,
C=C1CC2C(=O)N(Cc3ccccc3)C(C(=O)OCC)(C(=O)OCC)C1N2C(=O)OC(C)(C)C,,,,,,,,,,,0.0,,,,,,,,,,,,
CCOC(=O)c1ccc(NN/C=C2\C=C(Br)C=C([N+](=O)[O-])C2=O)cc1,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,
O=C(Nc1ccc(Oc2ccc(NC(=O)Nc3ccccc3Cl)cc2)cc1)Nc1ccccc1Cl,,,,,,,,,,,,,,,,1.0,0.0,,,0.0,,,
CCN(CC)S(=O)(=O)c1cc(C)ccc1SC,,,,,,,,,,,,,,,,1.0,,,,,,,
COc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3ccc4c(c3)OCCO4)CC2)cc1OC,,,,,,,,,,,,1.0,,,,,,,,,,,
O=C(c1cccc(Cl)c1)N1CCN(Cc2ccccc2F)CC1,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
O=P(Oc1ccc(Cl)cc1)(N1CC1)N1CC1,,,,,,,,,,,,,,,,,,,,,,1.0,
Cc1ccnc(NC(=O)CCC(=O)N(CC(=O)NC2CCCCC2)Cc2cccs2)c1,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,
CC(OC(=O)CN1C(=O)c2ccccc2C1=O)C(=O)NC1CCCC1,,,,,,,,,,,,,,,0.0,,,,,,,,
COc1ccccc1Nc1c2c(nc3ccc(NC(=O)/C=C/c4cc(OC)c(OC)c(OC)c4)cc13)CCCC2,,,1.0,,,,,0.0,,1.0,1.0,,,0.0,,,1.0,,0.0,,,1.0,
CNC(=O)c1cc(S(=O)(=O)Nc2ccc3c(c2)OCCO3)ccc1C,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0
S=C(NCC1(c2ccccc2)CCCC1)Nc1ccccc1,,,,1.0,,,0.0,0.0,,,,1.0,,0.0,0.0,,,,,,,1.0,
CC(C)C(=O)Nc1nc(-c2ccccc2)ns1,,,,,,,1.0,,,,0.0,,,1.0,,,0.0,0.0,1.0,,,0.0,
CCN1CC2=C(OC(N)=C(C#N)C2c2cccs2)/C(=C\c2cccs2)C1,,,1.0,,,,0.0,,1.0,1.0,,,,,,0.0,,,,1.0,,,
CN(CC(=O)Nc1ccc(N2CCOCC2)cc1)C(=O)C1CCCC1,,,,,,,,,,,,,0.0,,,,,,,,,,
COc1cccc(C(=O)Nc2ccc3c(c2)CCCN3C(=O)c2cccs2)c1OC,,,,,,,,,,,,1.0,,1.0,,0.0,,,,,,,
Cc1ccc(C)n1C(Cc1ccccc1)C(=O)O,,,,,,,,,,1.0,,,,,,,,,,,,,
CSc1cccc(NC(=S)N2CCC(N(C)C3CCCCC3C)CC2)c1,,,,,,,,1.0,1.0,,,,,0.0,,,,,,,,,
O=[N+]([O-])c1ccc(NC(=S)NCCc2ccc(Cl)cc2)cc1,,,,1.0,,,,,0.0,,,,,,,,0.0,,,,,1.0,
CCCCN(CC)S(=O)(=O)c1ccc(C(=O)Nc2nnc(-c3cccs3)o2)cc1,,,,,,,,,,,,1.0,,,,,,,,,,,
O=C(NCCCN1CCOCC1)/C(=C/c1cccnc1)NC(=O)c1ccccc1,,,0.0,,,,,,,,,,,,,,,,,,,,
Clc1ccccc1OCc1nc(-c2ccncc2)no1,,1.0,,,,1.0,1.0,0.0,,,0.0,,,1.0,0.0,,,,,,,,1.0
CCCC[n+]1ccn(-c2nc3ccccc3nc2[N-]S(=O)(=O)c2ccc(Br)cc2)c1,,,,,0.0,,,,,,,,,,,1.0,,,,,,,
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1,,,,,0.0,,,,,,,,,,,,,,,,,,
COc1ccc(OC)c(CN2CCN(C(=O)c3ccco3)CC2)c1,,,,,,,,,1.0,,,,,,,,,,,,,,
COc1ccc(CCC(C)Nc2cccc(F)c2)cc1,1.0,,,,,,,,,,,,,,,,,,,,,,
O=C(CSc1nc2ccc(S(=O)(=O)N3CCOCC3)cc2[nH]1)N1CCOCC1,1.0,0.0,1.0,,,,,,1.0,,1.0,,,,,,0.0,,,,,,1.0
NC(=O)[C@@H]1CCCNc2c(F)cc([N+](=O)[O-])cc2C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N1,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0
C=CC[N+](C)(C)CC(=O)OCc1ccccc1,,,,,,,,,,,,,,,,,0.0,,,,0.0,,
CC(=O)Nc1ccc(NC(=S)Nc2ccccc2)cc1,0.0,0.0,,,,,,0.0,,,,,,,,,0.0,,,,,,
Cc1ccc(C(=O)Nc2sc3c(c2C(=O)O)CCCCC3)o1,,1.0,0.0,,0.0,1.0,1.0,0.0,,,0.0,,0.0,,,0.0,,,0.0,1.0,,,0.0
Cc1cc(C)nc(Nc2n[nH]c(-c3ccccc3C)n2)n1,,1.0,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,
C=CCn1c(SCn2nnc3ccccc3c2=O)nnc1-c1ccc(F)cc1,0.0,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,
COc1cccc(NC(=O)NC2CCN(CC(=O)Nc3ccccc3[N+](=O)[O-])CC2)c1,,,,,,,,,,,,,1.0,,,,,,,,,,
Cc1cc(=O)oc2cc(OCC3CC(c4ccc(Br)cc4)=NO3)ccc12,,,,,,,,,,,,,,,1.0,,,1.0,,0.0,,,
O=C(Cc1csc2ccccc12)NCc1ccc(F)cc1,,,,,,,,,,,,,,,,,,,1.0,,0.0,,
CC(C)NC1=NN=C(c2ccc(Cl)c(Cl)c2)CS1,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
Cc1nn(Cc2ccccc2)c(Cl)c1C(=O)OC1CCOC1=O,,,,,,,,,,,,,,,,,,,,,,,1.0
Cc1nn(-c2ccccc2)c2c1N(CCCC(=O)NCc1ccc(Cl)cc1)C(=O)CS2,,,,,,,,,,,,,,,,,,,1.0,,,,
CCOC(=O)C(Sc1cc(C)nc(N)n1)C(C)=O,,,,,,,,,,,1.0,,,,,,,,,,,,
CCCCC(=O)Nc1nnc(S(=O)(=O)N(CC)c2cc(C)cc(C)c2)s1,,,,,,,,0.0,,,,,,,,,,,,,,,
Cn1cnc([N+](=O)[O-])c1S(=O)(=O)Oc1cccc2ccccc12,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0
CSc1ccc(Cl)c(C(=O)OCC(=O)Nc2ccccc2OC(F)F)c1,,,,,,,,,,,,,,,,,,1.0,,,,,0.0
CC1=C(C(=O)OC(C)C)C(c2cccnc2)C2=C(CCCC2=O)N1,,,,,,,,,,,,,,,,,,1.0,,,,,
CC(C)c1cc(NC(=O)CSc2nnc(-c3ccccc3F)n2C)on1,,,,0.0,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(c1)C1CN(C)CCC1N2C(=O)c1cn(-c2ccccc2)nc1-c1ccccc1,,,,,,,,,,,,,,,1.0,,,,,,,,
